model,category,part_number,normalized_part_number,description
PL-516,Turntable,PNW-384,PNW-384,Neon lamp holder
PL-518,Turntable,PNW-384,PNW-384,Neon lamp holder
PL-L1000,Turntable,PNW-390,PNW-390,Cam
PL-600/600X,Turntable,PNW-391,PNW-391,Collar
PL-L1000,Turntable,PNW-391,PNW-391,Collar
PL-L1000,Turntable,PNW-391,PNW-391,Collar
PL-600/600X,Turntable,PNW-392,PNW-392,Pulley
PL-630,Turntable,PNW-392,PNW-392,Motor pulley
PL-L1000,Turntable,PNW-392,PNW-392,Motor pulley
PL-600/600X,Turntable,PNW-393,PNW-393,Pulley
PL-L1000,Turntable,PNW-393,PNW-393,Pulley
PL-516,Turntable,PNW-396,PNW-396,Cap
PL-540,Turntable,PNW-397,PNW-397,Foot case
PL-540,Turntable,PNW-415,PNW-415,Stopper (Foot)
PL-L1000,Turntable,PNW-418,PNW-418,Gear F
PL-630,Turntable,PNW-435,PNW-435,Cover (METER)
PL-540,Turntable,PNW-454,PNW-454,Cover
PL-540,Turntable,PNW-455,PNW-455,Lamp holder (Strobe)
PL-560,Turntable,PNW-455,PNW-455,Neon Iamp holder
PL-540,Turntable,PNW-456,PNW-456,Name plate
PL-600/600X,Turntable,PNW-469,PNW-469,Stopper
PL-500,Turntable,PNW-472,PNW-472,Holder
PL-500X,Turntable,PNW-472,PNW-472,Holder
PL-500,Turntable,PNW-473,PNW-473,Lens
PL-500X,Turntable,PNW-473,PNW-473,Lens
PL-500,Turntable,PNW-474,PNW-474,Selector cam
PL-500X,Turntable,PNW-474,PNW-474,Selector cam
PL-500,Turntable,PNW-475,PNW-475,Selector lever
PL-500X,Turntable,PNW-475,PNW-475,Selector lever
PL-500,Turntable,PNW-479,PNW-479,Arm base
PL-500,Turntable,PNW-482,PNW-482,Neon lamp base
PL-500X,Turntable,PNW-482,PNW-482,Neon lamp base
PL-L1000,Turntable,PNW-483,PNW-483,Case C
PL-500,Turntable,PNW-484,PNW-484,Holder
PL-500X,Turntable,PNW-484,PNW-484,Holder
PL-600/600X,Turntable,PNW-484,PNW-484,Holder
PL-600/600X,Turntable,PNW-485,PNW-485,Worm gear
PL-L1000,Turntable,PNW-485,PNW-485,Worm gear
PL-600/600X,Turntable,PNW-496,PNW-496,Control case A (PL-600)
PL-600/600X,Turntable,PNW-497,PNW-497,Control case B (PL-600)
PL-600/600X,Turntable,PNW-500,PNW-500,Lever
PL-510A,Turntable,PNW-541,PNW-541,Elevation arm
PL-510,Turntable,PNW-542,PNW-542,Arm base
PL-510S,Turntable,PNW-542,PNW-542,Arm base
PL-510,Turntable,PNW-544,PNW-544,EV Cam
PL-510S,Turntable,PNW-544,PNW-544,EV Cam
PL-510,Turntable,PNW-545,PNW-545,Bias lever
PL-510S,Turntable,PNW-545,PNW-545,Bias lever
PL-510,Turntable,PNW-546,PNW-546,AS Lever
PL-510S,Turntable,PNW-546,PNW-546,AS Lever
PL-510,Turntable,PNW-547,PNW-547,AS Cam shaft
PL-510S,Turntable,PNW-547,PNW-547,AS Cam shaft
PL-115D,Turntable,PNW-548,PNW-548,ELEVATION UNIT
PL-117D,Turntable,PNW-548,PNW-548,Elevation unit
PL-500,Turntable,PNW-577,PNW-577,Elevation sheet
PL-500,Turntable,PNW-577,PNW-577,EV sheet
PL-500X,Turntable,PNW-577,PNW-577,Elevation sheet
PL-500X,Turntable,PNW-577,PNW-577,EV sheet
PL-520,Turntable,PNW-577,PNW-577,Arm elevation
PL-560,Turntable,PNW-577,PNW-577,Elevation sheet
PL-516,Turntable,PNW-591,PNW-591,PU plate B
PL-L800,Turntable,PNW-592,PNW-592,Adjusting cam
PL-516,Turntable,PNW-597,PNW-597,EV rod
PL-520,Turntable,PNW-602,PNW-602,"Shaft, tonearm"
PL-520,Turntable,PNW-603,PNW-603,"Bar, tonearm"
PL-520,Turntable,PNW-616,PNW-616,"Stand base, tonearm"
PL-600/600X,Turntable,PNX-001,PNX-001,Selector knob
PL-600/600X,Turntable,PNX-002,PNX-002,Collar
PL-600/600X,Turntable,PNX-003,PNX-003,EV shaft holder
PL-600/600X,Turntable,PNX-010,PNX-010,PU plate
PL-200/200X,Turntable,PNX-015,PNX-015,lnsulator
PL-100/100X,Turntable,PNX-030,PNX-030,Switch lever
PL-200/200X,Turntable,PNX-030,PNX-030,Switch lever
PL-640/S40,Turntable,PNX-030,PNX-030,Switch lever
PL-100/100X,Turntable,PNX-031,PNX-031,Plate
PL-200/200X,Turntable,PNX-031,PNX-031,Switch plate
PL-640/S40,Turntable,PNX-031,PNX-031,Switch locker
PL-200/200X,Turntable,PNX-033,PNX-033,EV cam
PL-100/100X,Turntable,PNX-035,PNX-035,Lock plate
PL-200/200X,Turntable,PNX-035,PNX-035,Plate
PL-640/S40,Turntable,PNX-035,PNX-035,Lock plate
PL-100/100X,Turntable,PNX-036,PNX-036,Cam
PL-200/200X,Turntable,PNX-036,PNX-036,Cam
PL-100/100X,Turntable,PNX-051,PNX-051,Lens
PL-200/200X,Turntable,PNX-051,PNX-051,Lens
PL-200/200X,Turntable,PNX-052,PNX-052,Button guide A
PL-200/200X,Turntable,PNX-053,PNX-053,Arm base (PL-200)
PL-100/100X,Turntable,PNX-054,PNX-054,AS washer
PL-200/200X,Turntable,PNX-054,PNX-054,AS adjusting plate
PL-100/100X,Turntable,PNX-055,PNX-055,Base lever
PL-200/200X,Turntable,PNX-055,PNX-055,Lever
PL-100/100X,Turntable,PNX-059,PNX-059,EV cam
PL-200/200X,Turntable,PNX-059,PNX-059,EV cam
PL-200/200X,Turntable,PNX-060,PNX-060,EV plate spring B unit
PL-100/100X,Turntable,PNX-061,PNX-061,PU plate (B)
PL-200/200X,Turntable,PNX-061,PNX-061,PU plate B
PL-100/100X,Turntable,PNX-062,PNX-062,Foot case
PL-200/200X,Turntable,PNX-062,PNX-062,Foot case
PL-100/100X,Turntable,PNX-064,PNX-064,Turntable platter packing
PL-200/200X,Turntable,PNX-064,PNX-064,Turntable protector
PL-100/100X,Turntable,PNX-074,PNX-074,Neon lamp base
PL-500,Turntable,PNX-078,PNX-078,Neon lamp holder
PL-500X,Turntable,PNX-078,PNX-078,Neon lamp holder
PL-500,Turntable,PNX-079,PNX-079,Panel (KUT)
PL-500X,Turntable,PNX-080,PNX-080,Panel
PL-200/200X,Turntable,PNX-085,PNX-085,Arm base (PL-200X)
PL-500X,Turntable,PNX-088,PNX-088,Arm base
PL-500,Turntable,PNX-089,PNX-089,Panel (S)
PL-L1000,Turntable,PNX-092,PNX-092,Lever
PL-L1000,Turntable,PNX-094,PNX-094,Base
PL-L1000,Turntable,PNX-097,PNX-097,Spacer
PL-L1000,Turntable,PNX-098,PNX-098,Arm holder
PL-L1000,Turntable,PNX-102,PNX-102,Cupler base
PL-L1000,Turntable,PNX-103,PNX-103,Spacer
PL-L1000,Turntable,PNX-108,PNX-108,EV gear
PL-L1000,Turntable,PNX-108,PNX-108,EV gear
PL-200/200X,Turntable,PNX-110,PNX-110,Panel (PL-200)
PL-200/200X,Turntable,PNX-111,PNX-111,Panel (PL-200X)
PL-600/600X,Turntable,PNX-118,PNX-118,"Control case A (PL-600X) (HET, HBT)"
PL-600/600X,Turntable,PNX-119,PNX-119,"Control case B (PL-600X)  (HET, HBT)"
PL-500,Turntable,PNX-128,PNX-128,Panel (KCT)
PL-L1000,Turntable,PNX-130,PNX-130,Control case B
PL-L1000,Turntable,PNX-135,PNX-135,Control case A
PL-100/100X,Turntable,PNX-151,PNX-151,Panel
PL-100/100X,Turntable,PNX-152,PNX-152,Arm base
PL-100/100X,Turntable,PNX-155,PNX-155,Panel (PL-100X)
PL-100/100X,Turntable,PNX-156,PNX-156,Arm base (PL-100X)
PL-L800,Turntable,PNX-182,PNX-182,Switch lever
PL-L800,Turntable,PNX-190,PNX-190,Holder
PL-L800,Turntable,PNX-246,PNX-246,Stator base
PL-L800,Turntable,PNX-247,PNX-247,EV cam
PL-L800,Turntable,PNX-249,PNX-249,Pipe guide
PL-L800,Turntable,PNX-252,PNX-252,Carrier holder
PL-L800,Turntable,PNX-256,PNX-256,Lens
PL-L800,Turntable,PNX-257,PNX-257,Cramp knob
