model,category,part_number,normalized_part_number,description
QT-6100,Reel To Reel Tape,M98-855-0,M98-855,Insulator
QT-6600,Reel To Reel Tape,M98-855-0,M98-855,Insulator
QT-6600,Reel To Reel Tape,M98-855-0,M98-855,Insulator
QT-74,Reel To Reel Tape,M98-855-0,M98-855,Insulator
QT-74,Reel To Reel Tape,M98-855-0,M98-855,Insulator
DT-400,Timer,MB84011UM,MB84011UM,IC (CMOS)
M-25,Amplifier,MN25-G or B,MN25-G or B,Transistor
DT-32,Timer,MN6076,MN6076,IC (PMOS)
PL-540,Turntable,MNR-001,MNR-001,Motor base
M-25,Amplifier,MP25-G or B,MP25-G or B,Transistor
SX-6,Receiver,MTZ30P100FZK,MTZ30P100FZK,Screw (3X 10)
PL-520,Turntable,MXA-001,MXA-001,D.D. Motor
Exclusive M3,Amplifier,N/A,N/A,Service manual Exclusive M3
M-25,Amplifier,N/A,N/A,Service manual. M-25
PL-112D,Turntable,N/A,N/A,Operating instructions PL-112D
QC-800,Pre-Amplifier,N/A,N/A,Service Manual QC-800
SA-500,Integrated Amplifier,N/A,N/A,"Installation, Operating and Service Manual (FV)"
SA-5500II,Integrated Amplifier,N/A,N/A,Operating Instructions
SA-5500II,Integrated Amplifier,N/A,N/A,Service Manual SA-5500II
SA-600,Integrated Amplifier,N/A,N/A,Operation Instructions SA-600
SA-600,Integrated Amplifier,N/A,N/A,Service Manual SA-600
SA-600,Integrated Amplifier,N/A,N/A,Variable Resistor (Bass) 100K(B)
SA-600,Integrated Amplifier,N/A,N/A,Variable resistor (Treble) 100k(B)
SA-606,Integrated Amplifier,N/A,N/A,Service manual SA-606
SA-6700,Integrated Amplifier,N/A,N/A,Operating instructions SA-6700
SA-6700,Integrated Amplifier,N/A,N/A,Service manual SA-6700
SA-700,Integrated Amplifier,N/A,N/A,Operating Instructions SA-700
SA-706,Integrated Amplifier,N/A,N/A,Service manual SA-706
SA-710,Integrated Amplifier,N/A,N/A,Operating instructions SA-710
SA-7700,Integrated Amplifier,N/A,N/A,Service Manual SA-7700
SX-3800,Receiver,N/A,N/A,Service Manual SX-3800
SX-450,Receiver,N/A,N/A,Service Manual SX-450 (KC/KU/HG/S)
SX-680/690,Receiver,N/A,N/A,Service manual  SX-680/690
SX-750,Receiver,N/A,N/A,Operating Instructions SX-750
PL-50,Turntable,N11-005-A,N11-005,Motor
PL-A35,Turntable,N11-006-0,N11-006,Phono motor
PL-A45,Turntable,N11-006-0,N11-006,Phono motor
PL-A45D,Turntable,N11-006-F,N11-006,Phono motor
T-8800,Reel To Reel Tape,N11-409,N11-409,TAKE UP MOTOR
T-8800,Reel To Reel Tape,N11-410,N11-410,DRIVE MOTOR
T-3300,Cassette Tape,N11-411,N11-411,MOTOR
T-3500,Cassette Tape,N11-411,N11-411,MOTOR
QT-2100,8-Track Tape,N11-412,N11-412,MOTOR
PL-25/F,Turntable,N11-611-A,N11-611,Motor
PL-A25,Turntable,N11-618-0,N11-618,Warren motor
PL-A25,Turntable,N11-619-B,N11-619,Phono motor
QT-6600,Reel To Reel Tape,N11-852,N11-852,MOTOR
T-6600,Reel To Reel Tape,N11-852,N11-852,MOTOR
QT-6100,Reel To Reel Tape,N15-852-0,N15-852,Plunger
QT-6600,Reel To Reel Tape,N15-852-0,N15-852,Plunger
QT-74,Reel To Reel Tape,N15-852-0,N15-852,Plunger
PL-A25,Turntable,N21-611-A,N21-611,Turntable platter
PL-25/F,Turntable,N21-G14-0,N21-G14,Turntable platter
PL-25/F,Turntable,N22-602-C,N22-602,Center shaft
PL-25/F,Turntable,N23-601-B,N23-601,Center shaft bearing
QT-6100,Reel To Reel Tape,N23-608-A,N23-608,Nylon ball
QT-6600,Reel To Reel Tape,N23-608-A,N23-608,Nylon ball
RT-1011L,Reel To Reel Tape,N23-608-A,N23-608,Nylon ball
RT-1020L,Reel To Reel Tape,N23-608-A,N23-608,Nylon ball
RT-909,Reel To Reel Tape,N23-608,N23-608,Nylon ball
PL-12E,Turntable,N23-614-B,N23-614,Center shaft base
PL-A25,Turntable,N23-614-0,N23-614,Center shaft bearing
PL-A35,Turntable,N23-614-B,N23-614,Center shaft bearing
PL-A45,Turntable,N23-614-B,N23-614,Center shaft bearing
PL-12E,Turntable,N24-005-F,N24-005,Motor pulley (50Hz)
PL-12E,Turntable,N24-005-F,N24-005,Motor pulley (50Hz)
PL-15D,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-15D,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-A35,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-A35,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-A45,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-A45,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-A45D,Turntable,N24-005-F,N24-005,Motor pulley 50Hz
PL-A45D,Turntable,N24-005-F,N24-005,Motor pulley 50Hz
PL-A505,Turntable,N24-005-0,N24-005,Capstan 50Hz
PL-A505,Turntable,N24-005-F,N24-005,Motor pulley 50Hz
PL-12E,Turntable,N24-006-F,N24-006,Motor pulley (60Hz)
PL-12E,Turntable,N24-006-F,N24-006,Motor pulley (60Hz)
PL-15D,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-15D,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-A35,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-A35,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-A45,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-A45,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-A45D,Turntable,N24-006-F,N24-006,Motor pulley 60Hz
PL-A45D,Turntable,N24-006-F,N24-006,Motor pulley 60Hz
PL-A505,Turntable,N24-006-0,N24-006,Capstan 60Hz
PL-A505,Turntable,N24-006-F,N24-006,Motor pulley 60Hz
PL-25/F,Turntable,N24-603-A,N24-603,Speed selector cam
PL-A25,Turntable,N24-627-B,N24-627,Capstan 50Hz
PL-A25,Turntable,N24-628-B,N24-628,Capstan 60Hz
PL-25/F,Turntable,N24-640-A,N24-640,Capstan 60Hz
PL-25/F,Turntable,N24-640-A,N24-640,Capstan 60Hz
PL-25/F,Turntable,N24-641-A,N24-641,Capstan 50Hz
PL-25/F,Turntable,N24-641-A,N24-641,Capstan 50Hz
PL-A25,Turntable,N26-608-A,N26-608,Elevator cam
H-R9000,8-Track Tape,N26-621-B,N26-621,Cam
H-R99,8-Track Tape,N26-621-B,N26-621,Cam
T-8800,Reel To Reel Tape,N27-409,N27-409,PINCH ROLLER
PL-25/F,Turntable,N27-609-B,N27-609,Idler ass’y
QT-2100,8-Track Tape,N28-414,N28-414,BELT
T-8800,Reel To Reel Tape,N28-416,N28-416,TAKE UP BELT
RT-1020L,Reel To Reel Tape,N28-417-0,N28-417,Flywheel belt
T-8800,Reel To Reel Tape,N28-417,N28-417,BELT
T-8800,Reel To Reel Tape,N28-418,N28-418,COUNTER BELT
T-3300,Cassette Tape,N28-419,N28-419,BELT FOR CAPSTAN
T-3500,Cassette Tape,N28-419,N28-419,BELT FOR CAPSTAN
T-3300,Cassette Tape,N28-420,N28-420,IDLER BELT
T-3500,Cassette Tape,N28-420,N28-420,IDLER BELT
QT-74,Reel To Reel Tape,N28-608-A,N28-608,Nylon ball
PL-A25,Turntable,N28-612-C,N28-612,Belt
QT-6100,Reel To Reel Tape,N28-851-0,N28-851,Drive belt
QT-6600,Reel To Reel Tape,N28-851-0,N28-851,Drive belt
QT-74,Reel To Reel Tape,N28-851-0,N28-851,Drive belt
QT-6100,Reel To Reel Tape,N28-853-0,N28-853,Counter belt
QT-6100,Reel To Reel Tape,N28-853-0,N28-853,Counter belt
QT-6600,Reel To Reel Tape,N28-853-0,N28-853,Counter belt
QT-6600,Reel To Reel Tape,N28-853-0,N28-853,Counter belt
QT-74,Reel To Reel Tape,N28-853-0,N28-853,Counter belt
QT-74,Reel To Reel Tape,N28-853-0,N28-853,Counter belt
T-6100,Reel To Reel Tape,N28-853,N28-853,COUNTER BELT
T-6600,Reel To Reel Tape,N28-853,N28-853,COUNTER BELT
PL-A25,Turntable,N51-010-A,N51-010,Collar
PL-A35,Turntable,N51-064-B,N51-064,Lever
PL-A45,Turntable,N51-064-B,N51-064,Lever
PL-A45D,Turntable,N51-064-B,N51-064,Lever
PL-A35,Turntable,N51-065-0,N51-065,Screw
PL-A45,Turntable,N51-065-0,N51-065,Screw
PL-A45,Turntable,N51-065-0,N51-065,Screw
PL-A45D,Turntable,N51-065-0,N51-065,Screw
PL-A35,Turntable,N51-073-A,N51-073,Elevation shaft
PL-A45,Turntable,N51-073-A,N51-073,Elevation shaft
PL-50,Turntable,N51-076-A,N51-076,Fixed Screw
PL-55X,Turntable,N51-076-A,N51-076,Knob
PL-50,Turntable,N51-080-A,N51-080,Return lever collar
PL-50,Turntable,N51-082-0,N51-082,Elevator shaft
PL-50,Turntable,N51-083-0,N51-083,Pin(A)
PL-50,Turntable,N51-607-0,N51-607,Rotator plate (A) collar
PL-55/55D,Turntable,N51-607-0,N51-607,Rotator plate (A) collar
PL-50,Turntable,N51-609-0,N51-609,Retaining collar
PL-55/55D,Turntable,N51-609-0,N51-609,Retaining collar
PL-25/F,Turntable,N51-615-0,N51-615,Washer
PL-25/F,Turntable,N51-619-A,N51-619,Stopper
PL-25/F,Turntable,N51-620-A,N51-620,Adaptor catch
PL-A25,Turntable,N51-620-A,N51-620,Adaptor catch
PL-25/F,Turntable,N51-624-A,N51-624,Elevator shaft
PL-25/F,Turntable,N51-625-0,N51-625,Cut knob
PL-25/F,Turntable,N51-626-0,N51-626,Spacing post
PL-55/55D,Turntable,N51-676-A,N51-676,Knob
PL-50,Turntable,N51-719-0,N51-719,Elevator shaft base
PL-50,Turntable,N51-721-A,N51-721,Guide pin
PL-55/55D,Turntable,N51-722-0,N51-722,Shaft
PL-50,Turntable,N51-723-0,N51-723,Center shaft base
PL-50,Turntable,N51-729-B,N51-729,Capstan 50Hz
PL-50,Turntable,N51-730-B,N51-730,Capstan 60Hz
PL-A25,Turntable,N51-786-A,N51-786,Retaining collar
PL-A35,Turntable,N51-786-B,N51-786,Retaining collar
PL-A45,Turntable,N51-786-B,N51-786,Retaining collar
PL-A45D,Turntable,N51-786-B,N51-786,Retaining collar
PL-A25,Turntable,N51-790-D,N51-790,Elevator shaft sleeve
PL-A25,Turntable,N51-791-A,N51-791,Stub
PL-A35,Turntable,N51-791-A,N51-791,Pin
PL-A45,Turntable,N51-791-A,N51-791,Pin
PL-A25,Turntable,N51-792-B,N51-792,Elevator shaft base
PL-12E,Turntable,N51-794-0,N51-794,Washer
PL-15D,Turntable,N51-794-0,N51-794,Belt guide shaft
PL-A25,Turntable,N51-794-0,N51-794,Selector lever hab
PL-A35,Turntable,N51-794-0,N51-794,Washer
PL-A45,Turntable,N51-794-0,N51-794,Washer
PL-A45D,Turntable,N51-794-0,N51-794,Washer
PL-A25,Turntable,N51-795-0,N51-795,Shaft
PL-A35,Turntable,N51-795-0,N51-795,Washer
PL-A45,Turntable,N51-795-0,N51-795,Washer
PL-A45D,Turntable,N51-795-0,N51-795,Washer
QT-6100,Reel To Reel Tape,N51-854-0,N51-854,Stepped washer (B)
QT-6600,Reel To Reel Tape,N51-854-0,N51-854,Stepped washer (B)
QT-74,Reel To Reel Tape,N51-854-0,N51-854,Stepped washer (B)
QT-74,Reel To Reel Tape,N51-854-0,N51-854,Stepped washer (B)
QT-6100,Reel To Reel Tape,N51-855-A,N51-855,Stepped washer (C)
QT-6100,Reel To Reel Tape,N51-855-A,N51-855,Stepped washer (C)
QT-6100,Reel To Reel Tape,N51-855-A,N51-855,Stepped washer (C)
QT-6600,Reel To Reel Tape,N51-855-A,N51-855,Stepped washer (C)
QT-6600,Reel To Reel Tape,N51-855-A,N51-855,Stepped washer (C)
QT-6600,Reel To Reel Tape,N51-855-A,N51-855,Stepped washer (C)
QT-74,Reel To Reel Tape,N51-855-A,N51-855,Stepped washer (C)
QT-74,Reel To Reel Tape,N51-855-A,N51-855,Stepped washer (C)
QT-6100,Reel To Reel Tape,N51-857-0,N51-857,Motor spacer
QT-6600,Reel To Reel Tape,N51-857-0,N51-857,Motor spacer
QT-74,Reel To Reel Tape,N51-857-0,N51-857,Motor grommet
QT-6100,Reel To Reel Tape,N51-873-0,N51-873,Stepped washer (D)
QT-6600,Reel To Reel Tape,N51-873-0,N51-873,Stepped washer (D)
QT-74,Reel To Reel Tape,N51-873-0,N51-873,Stepped washer (D)
PL-50,Turntable,N52-602-0,N52-602,Auxiliary. weight (A)
PL-50,Turntable,N52-603-0,N52-603,Auxiliary weight (B)
H-R9000,8-Track Tape,N52-672-A,N52-672,Spacer
H-R99,8-Track Tape,N52-672-A,N52-672,Spacer
H-R9000,8-Track Tape,N52-728-0,N52-728,Spacer
H-R99,8-Track Tape,N52-728-0,N52-728,Spacer
PL-A35,Turntable,N54-048-0,N54-048,Screw
PL-A45,Turntable,N54-048-0,N54-048,Screw
PL-A45D,Turntable,N54-048-0,N54-048,Screw
PL-A505,Turntable,N54-048-0,N54-048,Adjustable screw
PL-A35,Turntable,N54-050-A,N54-050,Spacing post
PL-50,Turntable,N54-068-0,N54-068,Pin (B)
PL-50,Turntable,N54-069-0,N54-069,Lock lever shaft
QT-6100,Reel To Reel Tape,N54-493-C,N54-493,Pinch arm
QT-6600,Reel To Reel Tape,N54-493-C,N54-493,Pinch arm
QT-74,Reel To Reel Tape,N54-493-C,N54-493,Pinch arm
QT-6100,Reel To Reel Tape,N54-494-0,N54-494,Nylon shaft (A)
QT-6600,Reel To Reel Tape,N54-494-0,N54-494,Nylon shaft
QT-74,Reel To Reel Tape,N54-494-0,N54-494,Nylon shaft
PL-25/F,Turntable,N54-614-0,N54-614,Shaft
PL-25/F,Turntable,N54-623-A,N54-623,Shaft
PL-25/F,Turntable,N54-625-0,N54-625,Shaft
PL-25/F,Turntable,N54-626-B,N54-626,Pole
PL-25/F,Turntable,N54-628-0,N54-628,Shaft
PL-A35,Turntable,N54-703-0,N54-703,Screw
PL-50,Turntable,N54-747-0,N54-747,Center shaft
PL-50,Turntable,N54-748-0,N54-748,Shaft cap
PL-50,Turntable,N54-755-0,N54-755,Spacing post
PL-12E,Turntable,N54-786-B,N54-786,Center shaft
PL-A25,Turntable,N54-786-A,N54-786,Center shaft
PL-A35,Turntable,N54-786-8,N54-786,Center shaft
PL-A45,Turntable,N54-786-B,N54-786,Center shaft
PL-A25,Turntable,N54-815-0,N54-815,Spacing post
PL-A25,Turntable,N54-816-0,N54-816,Tonearm base
PL-25/F,Turntable,N54-819-0,N54-819,Elevator knob
PL-A25,Turntable,N54-819-0,N54-819,Elevator knob
PL-A25,Turntable,N54-823-B,N54-823,Pin stopper
PL-12DII,Turntable,N54-843-A,N54-843,Arm stand
PL-12E,Turntable,N54-843-0,N54-843,Arm rest stand
QT-6100,Reel To Reel Tape,N54-856-A,N54-856,Contact lever shaft
QT-6600,Reel To Reel Tape,N54-856-A,N54-856,Contact lever shaft
QT-74,Reel To Reel Tape,N54-856-A,N54-856,Contact lever shaft
QT-6100,Reel To Reel Tape,N54-862-0,N54-862,Arm shaft
QT-6100,Reel To Reel Tape,N54-862-0,N54-862,Arrn shaft
QT-6600,Reel To Reel Tape,N54-862-0,N54-862,Arm shaft
QT-6600,Reel To Reel Tape,N54-862-0,N54-862,Arm shaft
QT-74,Reel To Reel Tape,N54-862-0,N54-862,Arm shaft
QT-74,Reel To Reel Tape,N54-862-0,N54-862,Arm shaft
QT-6100,Reel To Reel Tape,N54-863-A,N54-863,Counter pulley shaft
QT-6600,Reel To Reel Tape,N54-863-A,N54-863,Counter pulley shaft
QT-74,Reel To Reel Tape,N54-863-A,N54-863,Counter pulley shaft
QT-6100,Reel To Reel Tape,N54-864-0,N54-864,Counter pulley spacer
QT-6600,Reel To Reel Tape,N54-864-0,N54-864,Counter pulley spacer
QT-74,Reel To Reel Tape,N54-864-0,N54-864,Counter pulley spacer
QT-6100,Reel To Reel Tape,N54-866-A,N54-866,Slide spacer
QT-6100,Reel To Reel Tape,N54-866-A,N54-866,Slide spacer
QT-6100,Reel To Reel Tape,N54-866-A,N54-866,Slide spacer
QT-6600,Reel To Reel Tape,N54-866-A,N54-866,Slide spacer
QT-6600,Reel To Reel Tape,N54-866-A,N54-866,Slide spacer
QT-6600,Reel To Reel Tape,N54-866-A,N54-866,Slide spacer
QT-74,Reel To Reel Tape,N54-866-A,N54-866,Side spacer
QT-74,Reel To Reel Tape,N54-866-A,N54-866,Slide spacer
QT-6100,Reel To Reel Tape,N54-867-0,N54-867,Stepper arm spacer
QT-6600,Reel To Reel Tape,N54-867-0,N54-867,Stepper arm spacer
QT-74,Reel To Reel Tape,N54-867-0,N54-867,Stepper arm spacer
PL-50,Turntable,N55-612-A,N55-612,Tonearm base
PL-A25,Turntable,N55-639-0,N55-639,Tonearm rest base
H-R9000,8-Track Tape,N55-653-0,N55-653,Roller Shaft
H-R99,8-Track Tape,N55-653-0,N55-653,Roller Shaft
PL-A35,Turntable,N61-017-0,N61-017,Motor cushion (A)
PL-A45,Turntable,N61-017-0,N61-017,Motor cushion (A)
PL-A45D,Turntable,N61-017-0,N61-017,Motor cushion (A)
PL-A25,Turntable,N61-030-0,N61-030,Reset lever
PL-A35,Turntable,N61-063-A,N61-063,Angle plate
PL-A45D,Turntable,N61-063-B,N61-063,Angle plate
PL-A505,Turntable,N61-063-A,N61-063,Angle
PL-50,Turntable,N61-068-B,N61-068,Return lever (A)
PL-15D,Turntable,N61-084-0,N61-084,Lock plate
PL-50,Turntable,N61-084-0,N61-084,Lock plate
PL-51,Turntable,N61-084-0,N61-084,Lock plate
PL-51A,Turntable,N61-084-0,N61-084,Lock plale
PL-55/55D,Turntable,N61-084-0,N61-084,Lock plate
PL-55X,Turntable,N61-084-A,N61-084,Lock plate (Hinge)
PL-71,Turntable,N61-084-0,N61-084,Lock plate
PL-A35,Turntable,N61-084-0,N61-084,Lock plate
PL-A45,Turntable,N61-084-0,N61-084,Lock plate
PL-A45D,Turntable,N61-084-0,N61-084,Lock plate
PL-A505,Turntable,N61-084-0,N61-084,Lock plate
PL-50,Turntable,N61-086-0,N61-086,Lamp bracket
PL-50,Turntable,N61-087-A,N61-087,Plate .
PL-50,Turntable,N61-089-A,N61-089,Lock lever
PL-50,Turntable,N61-622-A,N61-622,Rotator plate unit (B)
PL-50,Turntable,N61-623-0,N61-623,Spring fixed plate
PL-55/55D,Turntable,N61-623-A,N61-623,Spring fixed plate
PL-50,Turntable,N61-625-0,N61-625,Rotator plate (C) cover
PL-25/F,Turntable,N61-634-0,N61-634,Crank lever
PL-25/F,Turntable,N61-639-0,N61-639,Tray type washer
PL-A35,Turntable,N61-639-0,N61-639,Washer
PL-25/F,Turntable,N61-644-C,N61-644,Plate (B)
PL-25/F,Turntable,N61-645-A,N61-645,Fixed lever
PL-25/F,Turntable,N61-647-A,N61-647,Auto-lever
PL-25/F,Turntable,N61-651-A,N61-651,Cut lever (B)
PL-25/F,Turntable,N61-652-0,N61-652,Idler off lever
PL-25/F,Turntable,N61-655-A,N61-655,Lever
PL-25/F,Turntable,N61-656-0,N61-656,Spring catch lug
QT-6100,Reel To Reel Tape,N61-863-0,N61-863,Slide stopper
QT-6600,Reel To Reel Tape,N61-863-0,N61-863,Slide stopper
QT-74,Reel To Reel Tape,N61-863-0,N61-863,Slide stopper
QT-74,Reel To Reel Tape,N61-878-A,N61-878,Slide metal lever (B)
PL-12E,Turntable,N62-001-0,N62-001,Plate
PL-12E,Turntable,N62-003-0,N62-003,Hinge (C)
PL-12E,Turntable,N62-004-0,N62-004,Hinge (B)
QT-6100,Reel To Reel Tape,N62-524-A,N62-524,Pause lever
QT-6600,Reel To Reel Tape,N62-524-A,N62-524,Pause lever
QT-74,Reel To Reel Tape,N62-524-A,N62-524,Pause lever
QT-6100,Reel To Reel Tape,N62-525-0,N62-525,Metal for pasue lever
QT-6600,Reel To Reel Tape,N62-525-0,N62-525,Metal for pause lever
QT-74,Reel To Reel Tape,N62-525-A,N62-525,Pause lever metal
QT-6100,Reel To Reel Tape,N62-528-0,N62-528,Pinch arm raising metal (A)
QT-6600,Reel To Reel Tape,N62-528-0,N62-528,Pinch arm raising metal (A)
QT-74,Reel To Reel Tape,N62-528-0,N62-528,Pinch arm raising metal
QT-74,Reel To Reel Tape,N62-529-0,N62-529,Pinch arm raising metal
QT-6100,Reel To Reel Tape,N62-532-A,N62-532,Slide metal
QT-74,Reel To Reel Tape,N62-569-0,N62-569,Head base plate (B)
PL-25/F,Turntable,N62-610-0,N62-610,Spring catch
PL-A25,Turntable,N62-648-0,N62-648,Cushion rubber
PL-50,Turntable,N62-650-0,N62-650,Rubber mat
PL-50,Turntable,N62-651-0,N62-651,Ring plate
PL-A25,Turntable,N62-754-B,N62-754,Crank lever
PL-A25,Turntable,N62-755-0,N62-755,Switching lever
PL-A25,Turntable,N62-756-0,N62-756,Return lever
PL-A25,Turntable,N62-757-B,N62-757,Break lever
PL-A25,Turntable,N62-761-C,N62-761,Function lever
PL-A25,Turntable,N62-764-0,N62-764,Coupling plate
PL-A25,Turntable,N62-765-0,N62-765,Safety bracket
PL-A25,Turntable,N62-766-0,N62-766,Motor panel
PL-A25,Turntable,N62-770-0,N62-770,Lever (A) for tonearm elevator
PL-A35,Turntable,N62-770-0,N62-770,Lever (A) for tonearm elevator
PL-A45,Turntable,N62-770-0,N62-770,Lever (A) for tonearm elevator
PL-A45D,Turntable,N62-770-0,N62-770,Lever (A) for tonearm elevator
PL-A25,Turntable,N62-771-0,N62-771,Lever (B) for tonearm elevator
PL-A25,Turntable,N62-799-0,N62-799,Elevator base plate
PL-A35,Turntable,N62-799-B,N62-799,Elevation plate
PL-A45,Turntable,N62-799-B,N62-799,Elevation plate
PL-A45D,Turntable,N62-799-B,N62-799,Elevation plate
PL-A25,Turntable,N62-800-0,N62-800,Bracket
PL-A25,Turntable,N63-610-0,N63-610,Bracket (B)
PL-A25,Turntable,N63-611-0,N63-611,Bracket (A)
PL-25/F,Turntable,N63-631-0,N63-631,Motor panel ass‘y
PL-A35,Turntable,N64-013-0,N64-013,Lever (B) for tonearm elevator
PL-A45,Turntable,N64-013-0,N64-013,Lever (B) for tonearm elevator
PL-A45D,Turntable,N64-013-0,N64-013,Lever (B) for tonearm elevator
PL-A35,Turntable,N64-018-0,N64-018,Motor cushion (B)
PL-A45,Turntable,N64-018-0,N64-018,Motor cushion (B)
PL-A45D,Turntable,N64-018-0,N64-018,Motor cushion (B)
PL-A35,Turntable,N64-030-B,N64-030,Speed selector lever
PL-A45,Turntable,N64-030-B,N64-030,Speed selector lever
PL-A45D,Turntable,N64-030-B,N64-030,Speed selector lever
PL-A35,Turntable,N64-031-A,N64-031,Washer
PL-A45,Turntable,N64-031-A,N64-031,Washer
PL-A45D,Turntable,N64-031-A,N64-031,Washer
