model,category,part_number,normalized_part_number,description
CT-F7171,Cassette Tape,M49-127-A,M49-127,Angle
QX-646,Receiver,M49-127-A,M49-127,AC socket holder (KUW model only)
SX-626 (1973),Receiver,M49-127-A,M49-127,"AC socket-held metal    KUW, KCW, FVZW, FW"
TX-6200,Tuner,M49-127-A,M49-127,Setting plate
TX-7100,Tuner,M49-127-A,M49-127,AC outlet-held metal
TX-8100,Tuner,M49-127-A,M49-127,AC outlet-held metal
TX-9100,Tuner,M49-127-A,M49-127,AC socket-held metal
TX-9500,Tuner,M49-127-0,M49-127,Socket mount plate
QT-6100,Reel To Reel Tape,M49-128-A,M49-128,Mounting plate
SD-1100,Other,M49-128-0,M49-128,Terminal-hold metal
PL-50,Turntable,M52-010-0,M52-010,Washer
QL-600,Integrated Amplifier,M52-010-0,M52-010,Screw to ﬁx Wooden Case M4 x 20
QL-600A,Integrated Amplifier,M52-010-0,M52-010,Special washer (square)
QT-6100,Reel To Reel Tape,M52-010-0,M52-010,Special nut
QX-8000,Receiver,M52-010-0,M52-010,Washer (square)
QX-8000A,Receiver,M52-010-0,M52-010,Special washer (square)
SX-6000,Receiver,M52-010-0,M52-010,Washer (Square)
SX-770,Receiver,M52-112-0,M52-112,Wooden Base
SX-1500TD,Receiver,M52-119-C,M52-119,Wooden case
SX-990,Receiver,M52-119-0,M52-119,Wooden Case
SX-2500,Receiver,M52-130-C,M52-130,Wooden Case
QA-800,Integrated Amplifier,M52-139-C,M52-139,Wooden case
QM-800,Amplifier,M52-139-C,M52-139,Wooden case
SA-1000,Integrated Amplifier,M52-139-C,M52-139,Wooden case
SA-600,Integrated Amplifier,M52-139-0,M52-139,Wooden case
SA-800,Integrated Amplifier,M52-139-C,M52-139,Wooden case
SD-1000,Other,M52-139-0,M52-139,Wooden case
TX-1000,Tuner,M52-139,M52-139,BONNET
TX-600,Tuner,M52-139,M52-139,BONNET
TX-800,Tuner,M52-139,M52-139,BONNET
PL-A45D,Turntable,M52-150-A,M52-150,Plate
PL-50,Turntable,M53-021-0,M53-021,Wooden base
PL-A25,Turntable,M53-618-F,M53-618,Wooden base
SX-1000TA (Later),Receiver,M61-003-0,M61-003,Foot
SX-1000TD,Receiver,M61-003-0,M61-003,Foot
SX-1000TW,Receiver,M61-003-0,M61-003,Foot
SX-1500T,Receiver,M61-003-0,M61-003,Foot
SX-700T,Receiver,M61-003-0,M61-003,Foot
SA-500A,Integrated Amplifier,M61-017-A,M61-017,Foot
SA-700,Integrated Amplifier,M61-017-0,M61-017,Foot
SA-900,Integrated Amplifier,M61-017-0,M61-017,Foot
SD-1000,Other,M61-017-O,M61-017,Foot
SX-1500TD,Receiver,M61-017-0,M61-017,Foot
SX-2500,Receiver,M61-017-0,M61-017,Foot
SX-440,Receiver,M61-017-0,M61-017,Foot
SX-9000,Receiver,M61-017-0,M61-017,Foot
SX-990,Receiver,M61-017-0,M61-017,Foot
TX-700,Tuner,M61-017,M61-017,FOOT
PL-15D,Turntable,M62-150-0,M62-150,Plate
PL-A35,Turntable,M62-150-0,M62-150,Plate
PL-25/F,Turntable,M62-601-C,M62-601,Hinge (A)
PL-25/F,Turntable,M62-601-C,M62-601,Hinge (B)
PL-25/F,Turntable,M62-601-C,M62-601,Hinge (C)
PL-A25,Turntable,M62-601-B,M62-601,Hinge (A)
PL-A25,Turntable,M62-601-B,M62-601,Hinge (B)
PL-A25,Turntable,M62-601-B,M62-601,Hinge (C)
PL-25/F,Turntable,M62-602-0,M62-602,Screw
PL-A25,Turntable,M62-602-0,M62-602,Screw
PL-25/F,Turntable,M62-603-0,M62-603,Nut
PL-50,Turntable,M63-042-C,M63-042,Dust cover
PL-50,Turntable,M63-042-C,M63-042,Dust cover
PL-25/F,Turntable,M63-612-0,M63-612,Dust cover
PL-A25,Turntable,M63-615-0,M63-615,Dust cover
PL-A25,Turntable,M63-615-0,M63-615,Dust cover
SX-1500T,Receiver,M64-076-D,M64-076,Side Board (Right)
SX-1500T,Receiver,M64-077-D,M64-077,Side Board (Left)
PL-25/F,Turntable,M64-613-F,M64-613,Bottom cover
PL-25/F,Turntable,M64-613-F,M64-613,Wooden base
PL-50,Turntable,M64-621-A,M64-621,Bottom Cover
SD-1000,Other,M6525-B1B,M6525-B1B,CRT
SX-2500,Receiver,M71-004 O,M71-004 O,Nut M11
SX-2500,Receiver,M71-005 O,M71-005 O,Nut M9
PL-A25,Turntable,M91-610-0,M91-610,Prined circuit board
H-R99,8-Track Tape,M98-576-A,M98-576,Insulating Plate
PL-25/F,Turntable,M98-613-0,M98-613,Insulator
PL-A25,Turntable,M98-631-0,M98-631,Printed board insulator
QT-6100,Reel To Reel Tape,M98-855-0,M98-855,Insulator
QT-6100,Reel To Reel Tape,M98-855-0,M98-855,Insulator
QT-6600,Reel To Reel Tape,M98-855-0,M98-855,Insulator
QT-6600,Reel To Reel Tape,M98-855-0,M98-855,Insulator
QT-74,Reel To Reel Tape,M98-855-0,M98-855,Insulator
QT-74,Reel To Reel Tape,M98-855-0,M98-855,Insulator
DT-400,Timer,MB84011UM,MB84011UM,IC (CMOS)
M-25,Amplifier,MN25-G or B,MN25-G or B,Transistor
DT-32,Timer,MN6076,MN6076,IC (PMOS)
PL-540,Turntable,MNR-001,MNR-001,Motor base
M-25,Amplifier,MP25-G or B,MP25-G or B,Transistor
SX-6,Receiver,MTZ30P100FZK,MTZ30P100FZK,Screw (3X 10)
PL-520,Turntable,MXA-001,MXA-001,D.D. Motor
Exclusive M3,Amplifier,N/A,N/A,Service manual Exclusive M3
M-25,Amplifier,N/A,N/A,Service manual. M-25
PL-112D,Turntable,N/A,N/A,Operating instructions PL-112D
QC-800,Pre-Amplifier,N/A,N/A,Service Manual QC-800
SA-500,Integrated Amplifier,N/A,N/A,"Installation, Operating and Service Manual (FV)"
SA-5500II,Integrated Amplifier,N/A,N/A,Operating Instructions
SA-5500II,Integrated Amplifier,N/A,N/A,Service Manual SA-5500II
SA-600,Integrated Amplifier,N/A,N/A,Operation Instructions SA-600
SA-600,Integrated Amplifier,N/A,N/A,Service Manual SA-600
SA-600,Integrated Amplifier,N/A,N/A,Variable Resistor (Bass) 100K(B)
SA-600,Integrated Amplifier,N/A,N/A,Variable resistor (Treble) 100k(B)
SA-606,Integrated Amplifier,N/A,N/A,Service manual SA-606
SA-6700,Integrated Amplifier,N/A,N/A,Operating instructions SA-6700
SA-6700,Integrated Amplifier,N/A,N/A,Service manual SA-6700
SA-700,Integrated Amplifier,N/A,N/A,Operating Instructions SA-700
SA-706,Integrated Amplifier,N/A,N/A,Service manual SA-706
SA-710,Integrated Amplifier,N/A,N/A,Operating instructions SA-710
SA-7700,Integrated Amplifier,N/A,N/A,Service Manual SA-7700
SX-3800,Receiver,N/A,N/A,Service Manual SX-3800
SX-450,Receiver,N/A,N/A,Service Manual SX-450 (KC/KU/HG/S)
SX-680/690,Receiver,N/A,N/A,Service manual  SX-680/690
SX-750,Receiver,N/A,N/A,Operating Instructions SX-750
PL-50,Turntable,N11-005-A,N11-005,Motor
PL-A35,Turntable,N11-006-0,N11-006,Phono motor
PL-A45,Turntable,N11-006-0,N11-006,Phono motor
PL-A45D,Turntable,N11-006-F,N11-006,Phono motor
T-8800,Reel To Reel Tape,N11-409,N11-409,TAKE UP MOTOR
T-8800,Reel To Reel Tape,N11-410,N11-410,DRIVE MOTOR
T-3300,Cassette Tape,N11-411,N11-411,MOTOR
T-3500,Cassette Tape,N11-411,N11-411,MOTOR
QT-2100,8-Track Tape,N11-412,N11-412,MOTOR
PL-25/F,Turntable,N11-611-A,N11-611,Motor
PL-A25,Turntable,N11-618-0,N11-618,Warren motor
PL-A25,Turntable,N11-619-B,N11-619,Phono motor
QT-6600,Reel To Reel Tape,N11-852,N11-852,MOTOR
T-6600,Reel To Reel Tape,N11-852,N11-852,MOTOR
QT-6100,Reel To Reel Tape,N15-852-0,N15-852,Plunger
QT-6600,Reel To Reel Tape,N15-852-0,N15-852,Plunger
QT-74,Reel To Reel Tape,N15-852-0,N15-852,Plunger
PL-A25,Turntable,N21-611-A,N21-611,Turntable platter
PL-25/F,Turntable,N21-G14-0,N21-G14,Turntable platter
PL-25/F,Turntable,N22-602-C,N22-602,Center shaft
PL-25/F,Turntable,N23-601-B,N23-601,Center shaft bearing
QT-6100,Reel To Reel Tape,N23-608-A,N23-608,Nylon ball
QT-6600,Reel To Reel Tape,N23-608-A,N23-608,Nylon ball
RT-1011L,Reel To Reel Tape,N23-608-A,N23-608,Nylon ball
RT-1020L,Reel To Reel Tape,N23-608-A,N23-608,Nylon ball
RT-909,Reel To Reel Tape,N23-608,N23-608,Nylon ball
PL-12E,Turntable,N23-614-B,N23-614,Center shaft base
PL-A25,Turntable,N23-614-0,N23-614,Center shaft bearing
PL-A35,Turntable,N23-614-B,N23-614,Center shaft bearing
PL-A45,Turntable,N23-614-B,N23-614,Center shaft bearing
PL-12E,Turntable,N24-005-F,N24-005,Motor pulley (50Hz)
PL-12E,Turntable,N24-005-F,N24-005,Motor pulley (50Hz)
PL-15D,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-15D,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-A35,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-A35,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-A45,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-A45,Turntable,N24-005-E,N24-005,Motor pulley 50Hz
PL-A45D,Turntable,N24-005-F,N24-005,Motor pulley 50Hz
PL-A45D,Turntable,N24-005-F,N24-005,Motor pulley 50Hz
PL-A505,Turntable,N24-005-0,N24-005,Capstan 50Hz
PL-A505,Turntable,N24-005-F,N24-005,Motor pulley 50Hz
PL-12E,Turntable,N24-006-F,N24-006,Motor pulley (60Hz)
PL-12E,Turntable,N24-006-F,N24-006,Motor pulley (60Hz)
PL-15D,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-15D,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-A35,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-A35,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-A45,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-A45,Turntable,N24-006-E,N24-006,Motor pulley 60Hz
PL-A45D,Turntable,N24-006-F,N24-006,Motor pulley 60Hz
PL-A45D,Turntable,N24-006-F,N24-006,Motor pulley 60Hz
